店名,住所,緯度,経度,開始,終了,点数,レビュー数,URL
バーガーズカフェグリルフクヨシ 平間 Burgers Cafe Grill Fukuyoshi Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.2,29.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%B9%E3%82%AB%E3%83%95%E3%82%A7%E3%82%AF%E3%83%AA%E3%83%AB%E3%83%95%E3%82%AF%E3%83%A8%E3%82%B7-%E5%B9%B3%E9%96%93-burgers-cafe-grill-fukuyoshi-hirama/zpbT_STDQJ-RDGMCqzQETQ
神保町ビーフ 平間 Jinbocho Beef Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.5,47.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A5%9E%E4%BF%9D%E7%94%BA%E3%83%92%E3%83%BC%E3%83%95-%E5%B9%B3%E9%96%93-jinbocho-beef-hirama/5B7AEHyFSu6HrdH0-wSgFw
キッチンオリジン 平間 Kitchen Origin Hirama,神奈川県川崎市中原区田尻町21-1 Kanagawa,35.5608455,139.6713409,10:00,22:00,4.6,21.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B9%B3%E9%96%93-kitchen-origin-hirama/AUQbQv6WRBOTc5PXwSoRIw
松屋 日吉店 Matsuya Hiyoshi,神奈川県横浜市港北区日吉本町1-20-2 Kanagawa,35.5531342,139.645836,10:00,22:30,4.5,170.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%97%A5%E5%90%89%E5%BA%97-matsuya-hiyoshi/gjEY3RKQS2a61-hQ4_Ulog
フレッシュネスバーガー 元住吉店 Freshness Burger Motosumiyoshi,神奈川県川崎市中原区木月2-5-3,35.564718,139.654874,10:00,21:00,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%8D%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-freshness-burger-motosumiyoshi/ax05F8q0SayXGZ9mDlmeXA
スターバックス コーヒー 日吉店 Starbucks Coffee Hiyoshi,神奈川県横浜市港北区日吉2-2-3山村ビル 1f,35.5538809,139.646452,09:00,21:30,4.7,158.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%83%E3%82%AF%E3%82%B9-%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC-%E6%97%A5%E5%90%89%E5%BA%97-starbucks-coffee-hiyoshi/UnyZUhWjRdq1jbuWoHywTg
からやま 日吉店 Karayama HIYOSHI,神奈川県横浜市港北区日吉本町1-3-3 力亭ビル１階東号,35.553836700000005,139.6453188,10:30,22:00,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E3%82%84%E3%81%BE-%E6%97%A5%E5%90%89%E5%BA%97-karayama-hiyoshi/gqJViZhPTbSuTmX1mzVN5w
バーガーキング 綱島駅前店 Burger King TSUNASHIMA-STATION,神奈川県横浜市港北区綱島東1-2-6 Kanagawa,35.5362299,139.6347488,10:00,21:00,4.4,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AF-%E7%B6%B1%E5%B3%B6%E9%A7%85%E5%89%8D%E5%BA%97-burger-king-tsunashima-station/X28DiJo9QiakMf8EH1-YqQ
ケンタッキーフライドチキン 南加瀬店 Kentucky Fried Chicken MINAMIKASE,神奈川県川崎市幸区南加瀬４−３０−１７,35.541771999999995,139.661563,10:30,21:00,4.5,492.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-kentucky-fried-chicken-minamikase/-J_Bj_WNR2C-WbhhkeEHxQ
マクドナルド 日吉駅前店 McDonald's HIYOSHI EKIMAE,神奈川県横浜市港北区日吉本町１－２２－１,35.553197,139.646386,10:30,23:00,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%97%A5%E5%90%89%E9%A7%85%E5%89%8D%E5%BA%97-mcdonalds-hiyoshi-ekimae/OWlZ0YLcSVe66_dC_dIL2w
boba tea 武蔵新城店 boba tea Musashishinjo,日本、〒 神奈川県川崎市中原区上新城２丁目７−１９ 神奈川県,35.58829869999999,139.630427,10:00,22:50,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/boba-tea-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-boba-tea-musashishinjo/djXwc14ZSy-H7VMsfEiFIg
お好み焼き コナモン Okonomiyaki KONAMON,Nakahara-Ku Kamikodanaka 6 Chome−22 Kawasaki-Shi Kanagawa-ken,35.581268,139.641874,11:00,22:00,4.4,186.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC%E3%81%8D-%E3%82%B3%E3%83%8A%E3%83%A2%E3%83%B3-okonomiyaki-konamon/J0i3G4ogT9iOCgTFsTekkg
中津しょうゆ からあげ専門店 鶏笑 川崎上平間店 Torisho KAWASAKI-KAMIHIRAMA,神奈川県川崎市中原区上平間1340 高橋ハイツ101,35.55762939781117,139.67683553063077,11:00,21:00,4.3,26.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E6%B4%A5%E3%81%97%E3%82%87%E3%81%86%E3%82%86-%E3%81%8B%E3%82%89%E3%81%82%E3%81%91%E5%B0%82%E9%96%80%E5%BA%97-%E9%B6%8F%E7%AC%91-%E5%B7%9D%E5%B4%8E%E4%B8%8A%E5%B9%B3%E9%96%93%E5%BA%97-torisho-kawasaki-kamihirama/zdZ1BzyIROqh4VfawMsSTw
松屋 鹿島田店 Matsuya Kashimada,神奈川県川崎市幸区下平間135,35.551264,139.676344,10:00,22:30,4.4,76.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-matsuya-kashimada/uC9NdnOaR32_JgGvWG2RkQ
