店名,住所,緯度,経度,点数,レビュー数,URL
龍華飯店 溝の口店 Ryuka Hanten Mizonokuchi,高津区溝ノ口２－１６－７ Kawasaki,35.602188,139.6117686,4.7,57.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%BE%8D%E8%8F%AF%E9%A3%AF%E5%BA%97-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-ryuka-hanten-mizonokuchi/xecGK6GJTque6BPPBJDWUg
ナマステヒマラヤ Namaste Himalaya,1 Chome-6-20 Shimokodanaka Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.581066,139.638923,4.5,91.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-namaste-himalaya/Wf9L2-91QXCAFdByzJb9VA
窯焼きピザ NIGO Kamayakipizza NIGO,神奈川県川崎市高津区溝の口2-12-10  2F,35.601084,139.611894,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%AA%AF%E7%84%BC%E3%81%8D%E3%83%92%E3%82%B5-nigo-kamayakipizza-nigo/AK56K7nvQXSFjMJ0Y8FNVA
中華料理 鶴軒 Chinese Kakuken,神奈川県 川崎市 高津区 梶ヶ谷2-3-14,35.59178722796421,139.6018227245204,4.5,108.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86-%E9%B6%B4%E8%BB%92-chinese-kakuken/CVWsMdueS9afE1d0Jd4vMQ
アスカダイニング Aska Dining,神奈川県川崎市中原区上小田中5-2-10 コーポ長瀬102,35.581360075497436,139.64018918579495,4.6,30.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B9%E3%82%AB%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-aska-dining/VRnl0qcJSJat2SWAXSDePw
博多もつ鍋 熱中屋 溝の口店 Hakata Motsunabe Necchuya Mizonokuchi,神奈川県川崎市高津区溝口1-12-14 ﾏｲﾌﾟﾗｻﾞﾋﾞﾙ 2階,35.6004018,139.6131365,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E3%82%82%E3%81%A4%E9%8D%8B-%E7%86%B1%E4%B8%AD%E5%B1%8B-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-hakata-motsunabe-necchuya-mizonokuchi/BtQLP0p6Q6y5OtmjlLtcKw
サーティワン アイスクリーム 溝口店 31 IceCream Mizonokuchi,神奈川県川崎市高津区溝口1ｰ4ｰ1 丸井溝口店1F,35.5991511,139.6129727,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%AF%E3%83%B3-%E3%82%A2%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E6%BA%9D%E5%8F%A3%E5%BA%97-31-icecream-mizonokuchi/ViMQ__8PTDqxFe88qeXiiw
ブレーメン通り 富士見庵 Bremen Street Fujimian,日本、〒 神奈川県川崎市中原区木月１丁目３０−２２,35.5652841,139.65107419999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%AC%E3%83%BC%E3%83%A1%E3%83%B3%E9%80%9A%E3%82%8A-%E5%AF%8C%E5%A3%AB%E8%A6%8B%E5%BA%B5-bremen-street-fujimian/cf04df18-eb36-4043-ba3b-b324620362a0
ステーキガスト 川崎野川店 Steak Gusto Kawasaki Nogawa,川崎市宮前区野川2905-1 Kanagawa,35.57222439999999,139.5976719,4.6,28.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%82%AB%E3%82%B9%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%87%8E%E5%B7%9D%E5%BA%97-steak-gusto-kawasaki-nogawa/61ee7db6-0b42-428a-87e6-ad43ed31c862
マクドナルド 高津駅前店 McDonald's TAKATSUEKIMAETENN,神奈川県川崎市高津区溝口４－１－１,35.603198,139.616367,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E9%AB%98%E6%B4%A5%E9%A7%85%E5%89%8D%E5%BA%97-mcdonalds-takatsuekimaetenn/73TbOWN-QX6CXGz-YHPYwg
チャーハン専門店 RYUKA Fried Rice Shop RYUKA,高津区溝ノ口２－１６－７ Kawasaki,35.602188,139.6117686,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%8F%E3%83%B3%E5%B0%82%E9%96%80%E5%BA%97-ryuka-fried-rice-shop-ryuka/CSfv1iTGREWG34dm5UHzng
串カツ田中 溝口店 Kushikatsu Tanaka Mizonokuchi,高津区溝口1-1-2 Kanagawa,35.598272400000006,139.6123515,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%B2%E3%82%AB%E3%83%84%E7%94%B0%E4%B8%AD-%E6%BA%9D%E5%8F%A3%E5%BA%97-kushikatsu-tanaka-mizonokuchi/dINU652XSMeLlD8k85UgxQ
ナマステヒマラヤ 梶ヶ谷店 Namaste Himalaya Kajigaya,川崎市高津区 梶ケ谷2-1-14 1F Kawasaki,35.5909403,139.60425759999998,4.6,75.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-%E6%A2%B6%E3%83%B6%E8%B0%B7%E5%BA%97-namaste-himalaya-kajigaya/IzaXKbwjTo6N4j5-Fys5Qw
餃子バルランタン 高津駅前店 Gyouza Bar Lantern,川崎市高津区二子4-1-6  グランドール高津 2F,35.60287043275762,139.61719009404183,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%A4%83%E5%AD%90%E3%83%8F%E3%83%AB%E3%83%A9%E3%83%B3%E3%82%BF%E3%83%B3-%E9%AB%98%E6%B4%A5%E9%A7%85%E5%89%8D%E5%BA%97-gyouza-bar-lantern/XybKPBxlStuoRnBU-7cnTQ
スパイシーインディア 宮崎台店 Spicy India,神奈川県川崎市宮前区宮崎2-11-5 ドリ-ムコ-ポ101 Kanagawa,35.58696609999999,139.5941199,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%8F%E3%82%A4%E3%82%B7%E3%83%BC%E3%82%A4%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2-%E5%AE%AE%E5%B4%8E%E5%8F%B0%E5%BA%97-spicy-india/o-h9xi9zQYufAX32-Z7yiA
サブウェイ ノクティプラザ溝口店 SUBWAY Nocty Plaza Mizonokuchi,神奈川県川崎市高津区溝口1-4-1 ﾉｸﾃｨﾌﾟﾗｻﾞ2 1Fﾌｰﾄﾞｺｰﾄ内,35.5992495,139.6130982,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%95%E3%82%A6%E3%82%A7%E3%82%A4-%E3%83%8E%E3%82%AF%E3%83%86%E3%82%A3%E3%83%95%E3%83%A9%E3%82%B5%E6%BA%9D%E5%8F%A3%E5%BA%97-subway-nocty-plaza-mizonokuchi/6txM_3uaRIquAoNawpXoqg
ガスト 川崎長尾店Gusto Kawasaki Nagao,神奈川県川崎市宮前区神木本町2丁目16-1 Kanagawa,35.60182920000001,139.5821561,4.6,18.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%95%B7%E5%B0%BE%E5%BA%97gusto-kawasaki-nagao/V9mnQ3ayS2GX_m0u7GW7yw
串焼のんき Kushiyaki Nonki,17 ２ 2 ２丁目-２-高津区 下作延 高津区 川崎市 神奈川県  Japan,35.59964899999999,139.608995,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%B2%E7%84%BC%E3%81%AE%E3%82%93%E3%81%8D-kushiyaki-nonki/mMgHy2iFQ2mGrEKt4Va93A
幸島 KOUJIMA,2 Chome-315-18 Kosugimachi Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.58212839999999,139.6562447,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B9%B8%E5%B3%B6-koujima/eHfQ-xbZS6mI7UQsNR29WA
チョウタリ CHAUTARI,川崎市高津区 二子2-5-48 キャッスルくらや 1F Kawasaki,35.6070565,139.62077730000001,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%81%E3%83%A7%E3%82%A6%E3%82%BF%E3%83%AA-chautari/LZSznZ30Qamlmgc3lU2O5A
デニーズ 溝ノ口駅前 Denny's MIZONOKUCHIEKIMAE,神奈川県川崎市高津区溝口１－１－５ ホテルメッツ溝ノ口２Ｆ,35.599306,139.61047299999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E6%BA%9D%E3%83%8E%E5%8F%A3%E9%A7%85%E5%89%8D-dennys-mizonokuchiekimae/dSHxDsu2QTGPMTYhkxnKRQ
モグモグ Mog Mog,川崎市高津区 二子2-5-48 Kawasaki,35.6069916,139.6207746,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A2%E3%82%AF%E3%83%A2%E3%82%AF-mog-mog/wokEs2fyTJGRe0BRKA9aKQ
ブック アンド カフェ スタンド シンジョー ゲキジョー Book＆Cafe stand Shinjo Gekijo,神奈川県川崎市中原区上新城2-9-1 Tokyo,35.58730689999999,139.6305763,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%83%E3%82%AF-%E3%82%A2%E3%83%B3%E3%83%88-%E3%82%AB%E3%83%95%E3%82%A7-%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88-%E3%82%B7%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%BC-%E3%82%B1%E3%82%AD%E3%82%B7%E3%83%A7%E3%83%BC-book%26cafe-stand-shinjo-gekijo/376_OO_xT5a91V8QqFcQzQ
エビン 高津店 yabin takatsu,５丁目-５-2 二子 高津区 ジュメリ高津1階 川崎市 神奈川県,35.60183499999999,139.617213,4.5,344.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%83%92%E3%83%B3-%E9%AB%98%E6%B4%A5%E5%BA%97-yabin-takatsu/CgYF9xNWQMuAftet05SCrw
Tabele°溝の口 Tabele Mizonokuchi,溝口１丁目９−６ 丸屋ビル 4F 川崎市 神奈川県,35.5997922,139.6122106,,,https://www.ubereats.com/jp/yokohama/food-delivery/tabele%E6%BA%9D%E3%81%AE%E5%8F%A3-tabele-mizonokuchi/o1Jxcqp5R1uB_w-FCs7FXg
バーミヤン 川崎北見方店 Bamiyan Kawasaki Kitamigata,神奈川県川崎市高津区北見方３丁目６－３３,35.597229,139.63181,4.4,123.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E5%B7%9D%E5%B4%8E%E5%8C%97%E8%A6%8B%E6%96%B9%E5%BA%97-bamiyan-kawasaki-kitamigata/LNCT4I2IR8iq2Cz8W4WoXg
TAPIRU 溝の口店 TAPIRU MIZONOKUCHI,神奈川県川崎市高津区溝口1-15-5 1FA画,35.60051334992541,139.61361743956124,,,https://www.ubereats.com/jp/yokohama/food-delivery/tapiru-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-tapiru-mizonokuchi/WUnRH2zkRt-nwxMXIB-N8Q
お好み焼き コナモン Okonomiyaki KONAMON,Nakahara-Ku Kamikodanaka 6 Chome−22,35.58128934941778,139.64191089710286,4.5,214.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC%E3%81%8D-%E3%82%B3%E3%83%8A%E3%83%A2%E3%83%B3-okonomiyaki-konamon/J0i3G4ogT9iOCgTFsTekkg
天丼てんや 溝の口 Tendon tenya Mizonokuchi,神奈川県川崎市高津区溝口1-15-3 ﾌﾞﾗﾝｽﾞ溝口ﾚｼﾞﾃﾞﾝｽ101 Kanagawa,35.6005792,139.6139331,4.5,312.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A9%E4%B8%BC%E3%81%A6%E3%82%93%E3%82%84-%E6%BA%9D%E3%81%AE%E5%8F%A3-tendon-tenya-mizonokuchi/uZNK91foRiaGICvxaovNDg
キッチンさかば くいきち Kuikichi,1 Chome-15-5 Shinjō Nakahara-Ku 大光トラストビル１Ｆ Kawasaki-Shi Kanagawa-ken,35.58408,139.631418,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%81%95%E3%81%8B%E3%81%AF-%E3%81%8F%E3%81%84%E3%81%8D%E3%81%A1-kuikichi/bSpTwS8RS4SejwSdVH5NPQ
韓国料理チョリ Korean Food Chori,神奈川県川崎市中原区下小田中1-8-2 KFAビル2F Kanagawa,35.5810586,139.6385641,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86%E3%83%81%E3%83%A7%E3%83%AA-korean-food-chori/lZm9XHUBSg60D1FfJwa9sQ
牛角 高津店 Gyukaku Takatsu,日本、〒 神奈川県川崎市高津区溝口４丁目６−１７ ファミール高津１F 神奈川県,35.603928,139.6145303,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E8%A7%92-%E9%AB%98%E6%B4%A5%E5%BA%97-gyukaku-takatsu/8Okyj4XnSCe1OPEmTnJtRw
すき家 高津末長店 Sukiya Takatsu Suenaga,川崎市高津区末長2-11-18 Kanagawa,35.5900925,139.6165462,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E9%AB%98%E6%B4%A5%E6%9C%AB%E9%95%B7%E5%BA%97-sukiya-takatsu-suenaga/V5gAKqv-T16xjLthA7oTzQ
れんげ食堂 Toshu 二子新地店 Renge Shokudo Toshu Futako Shinchi,神奈川県川崎市高津区諏訪1-10-3 Kanagawa,35.60654609999999,139.6228736,4.0,64.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%8C%E3%82%93%E3%81%91%E9%A3%9F%E5%A0%82-toshu-%E4%BA%8C%E5%AD%90%E6%96%B0%E5%9C%B0%E5%BA%97-renge-shokudo-toshu-futako-shinchi/yCcnFzo7TgOGfOagLXAQ-A
横浜家系ラーメン 宮前商店 Pork bone soup ramen Miyamae Shoten,日本、〒 神奈川県川崎市宮前区馬絹４丁目７−１３ 神奈川県,35.5813276,139.5996253,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%A8%AA%E6%B5%9C%E5%AE%B6%E7%B3%BB%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3-%E5%AE%AE%E5%89%8D%E5%95%86%E5%BA%97-pork-bone-soup-ramen-miyamae-shoten/DwGJKFwQTcOrP_HGm9d4MA
マクドナルド 溝の口イトーヨーカドー店 McDonald's MIZONOKUCHI ITO-YOKADO,神奈川県川崎市高津区久本３－６－２０,35.59904210000001,139.61572560000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%BA%9D%E3%81%AE%E5%8F%A3%E3%82%A4%E3%83%88%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AB%E3%83%88%E3%83%BC%E5%BA%97-mcdonalds-mizonokuchi-ito-yokado/-bz5eouITry_eQ-s3BHQdA
牛骨丸 GYU KOTSU MARU,神奈川県川崎市高津区諏訪1-8-1 Romsビル3F Kanagawa,35.606357,139.6230752,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E9%AA%A8%E4%B8%B8-gyu-kotsu-maru/ln-eMSORRrOToXfnMYqCwQ
都夏 溝の口 Tsuge Mizonokuchi,1 Chome-12-12 Mizonokuchi Takatsu-Ku Kawasaki-Shi Kanagawa-Ken  Japan 1F,35.6002815,139.61299250000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%83%BD%E5%A4%8F-%E6%BA%9D%E3%81%AE%E5%8F%A3-tsuge-mizonokuchi/pixUORhGQdGTMvVDX22wSA
華屋与兵衛 川崎中原 Hanayayohei Kawasaki Nakahara,川崎市中原区上小田中2-35-55 Kanagawa,35.5885344,139.6337188,4.3,15.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%8F%AF%E5%B1%8B%E4%B8%8E%E5%85%B5%E8%A1%9B-%E5%B7%9D%E5%B4%8E%E4%B8%AD%E5%8E%9F-hanayayohei-kawasaki-nakahara/6_2dO5IqTn-QuBBbZ7vJqg
坂本屋酒店 Sakamotoya Liquor store,川崎市高津区久本3-16-3 Kanagawa,35.593092999999996,139.6194421,4.9,16.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%9D%82%E6%9C%AC%E5%B1%8B%E9%85%92%E5%BA%97-sakamotoya-liquor-store/8qas1eZpQKa5MBUNfp3Z2w
二子５丁目酒場 Futako 5 Chome Sakaba,高津区二子５－３－１９ 新井邸１Ｆ Kawasaki,35.6022935,139.6172984,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%BA%8C%E5%AD%905%E4%B8%81%E7%9B%AE%E9%85%92%E5%A0%B4-futako-5-chome-sakaba/VDAfNTGbSw65esiDWLICYA
焼肉うしお 溝の口店 Yakinikuushio Mizonokuchiten,1 Chome-8-3 Mizonokuchi Takatsu-Ku Mizonokuchi Ex 2F Kawasaki-Shi Kanagawa-ken,35.599593,139.61253100000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%84%BC%E8%82%89%E3%81%86%E3%81%97%E3%81%8A-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-yakinikuushio-mizonokuchiten/jI0mFbGKToexjJk2kJtXRQ
格之進GR 溝の口店 KakunoshinGR MIZONOKUCHI,神奈川県川崎市高津区ﾆ子5-9-6 Kanagawa,35.6013814,139.6160282,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%A0%BC%E4%B9%8B%E9%80%B2gr-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-kakunoshingr-mizonokuchi/bKten9-OTCC6S2OQv_xL4g
フジマルサイゴンプロパガンダ Fujimarusaigompuropaganda,神奈川県川崎市高津区久本2-1-9 Kanagawa,35.5965374,139.61314819999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%B7%E3%83%9E%E3%83%AB%E3%82%B5%E3%82%A4%E3%82%B3%E3%83%B3%E3%83%95%E3%83%AD%E3%83%8F%E3%82%AB%E3%83%B3%E3%82%BF-fujimarusaigompuropaganda/1CExLQv5S3WCV3lYZ0pmmg
アジアンLABO by TETO-TEO Asian LABO by TETO-TEO,神奈川県川崎市高津区諏訪1-8-1 Romsビル3F Kanagawa,35.606357,139.6230752,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3labo-by-teto-teo-asian-labo-by-teto-teo/VcA3Y9QcQPSLZ-Z0arsJiA
和食レストランとんでん 子母口店 Tonden Shiboguchi,神奈川県川崎市高津区子母口281-2,35.5722293,139.629937,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%92%8C%E9%A3%9F%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%81%A8%E3%82%93%E3%81%A6%E3%82%93-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-tonden-shiboguchi/YMZh_J6gRYCLzz1j6mVtwA
キッチン ヒロ Kitchen Hiro,川崎市中原区 新城2-3-11 池田ビル1F Kawasaki,35.5837145,139.63163590000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%83%92%E3%83%AD-kitchen-hiro/z9vSnWE3SOmHaMDpbekoZw
コロココ デリ Korococo deli,川崎市高津区二子4-8-5 エスカトルフール1Ｆ Kanagawa,35.60224270000001,139.6187741,4.3,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B3%E3%83%AD%E3%82%B3%E3%82%B3-%E3%83%86%E3%83%AA-korococo-deli/oxvPTXdPQYu3VmOYY2VTjg
丼丸海宝 Donmaru KAIHOU,神奈川県 川崎市 多摩区 堰3-6-1 エスビル101 Kanagawa,35.61174370000001,139.5928162,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%BC%E4%B8%B8%E6%B5%B7%E5%AE%9D-donmaru-kaihou/Y4LEq1i9Q1qcNttq5BR1aw
ステーキガスト 川崎野川店 Steak Gusto Kawasaki Nogawa,川崎市宮前区野川2905-1 Kanagawa,35.57222439999999,139.5976719,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%82%AB%E3%82%B9%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%87%8E%E5%B7%9D%E5%BA%97-steak-gusto-kawasaki-nogawa/Ye59tgtCQoqH5q1D7THIYg
すき家 宮前平店 Sukiya Miyamaedaira,川崎市宮前区馬絹1-5-5 ｿｱｰﾙｼｰﾉ1Ｆ Kanagawa,35.58344279999999,139.5864756,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E5%AE%AE%E5%89%8D%E5%B9%B3%E5%BA%97-sukiya-miyamaedaira/UlVmhJMGRP6sQH7Qp1le7A
すき家 高津向ヶ丘店 Sukiya Takatsu Mukaigaoka,川崎市高津区向ヶ丘147-1 Kanagawa,35.59448270000001,139.5915108,4.6,19.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E9%AB%98%E6%B4%A5%E5%90%91%E3%83%B6%E4%B8%98%E5%BA%97-sukiya-takatsu-mukaigaoka/zTJkt3PKQlSYy60sQHxwBg
バーミヤン 溝の口店 Bamiyan Mizonokuchi,神奈川県川崎市高津区溝口２丁目３－１３,35.5998771,139.6096381,4.3,289.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-bamiyan-mizonokuchi/NwDRwsDqS7-xf7e3844hsA
ガスト 溝の口店 Gusto Mizonokuchi,神奈川県川崎市高津区溝口５－２４－１,35.60615720000001,139.6108084,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-gusto-mizonokuchi/lJZcqQplSD-8sA_FS70SDA
スターバックス コーヒー Qiz溝の口店 Starbucks Coffee Qiz Mizonokuchi,神奈川県川崎市高津区溝口1-13-1qiz溝の口,35.59990300000001,139.61318359999999,4.6,407.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%83%E3%82%AF%E3%82%B9-%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC-qiz%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-starbucks-coffee-qiz-mizonokuchi/Qnk2zGcHT3-7iKmpOc7v3g
ジョナサン 武蔵小杉店 Jonathan's Musashi Kosugi,神奈川県川崎市中原区小杉町３丁目１,35.57374650000001,139.657237,4.6,110.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-jonathans-musashi-kosugi/8XJe1QlOT3GKm40xmSyE3w
小僧寿し 子母口店 Kozo Sushi SHIBOGUCHI,神奈川県川崎市高津区子母口496-1,35.5729162,139.6317033,4.3,33.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B0%8F%E5%83%A7%E5%AF%BF%E3%81%97-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-kozo-sushi-shiboguchi/CC9l5P_ITA2yAzB0-N95Ug
小さな和食の店葉隠 Japanese Restaurant Hagakure,中原区木月３‐52‐5 Tokyo,35.5621653,139.649405,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B0%8F%E3%81%95%E3%81%AA%E5%92%8C%E9%A3%9F%E3%81%AE%E5%BA%97%E8%91%89%E9%9A%A0-japanese-restaurant-hagakure/qW93pUSbSQWTB143nbXZ5g
あげたて唐揚げ とり鉄 武蔵新城店 Toritetsu Musashi Shinjo,神奈川県川崎市中原区新城3-4-3 山口ビル1F Kanagawa,35.5856974,139.6297293,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%82%E3%81%91%E3%81%9F%E3%81%A6%E5%94%90%E6%8F%9A%E3%81%91-%E3%81%A8%E3%82%8A%E9%89%84-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-toritetsu-musashi-shinjo/4hUHa7jjSPCeAAzDKk4kdg
小さなパン屋ちょっぴり Chisana pannya Cyopiri,川崎市中原区 新城3-15-8,35.58407346373797,139.6300414799772,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B0%8F%E3%81%95%E3%81%AA%E3%83%8F%E3%83%B3%E5%B1%8B%E3%81%A1%E3%82%87%E3%81%A3%E3%81%B2%E3%82%8A-chisana-pannya-cyopiri/35K8PkRdQyKG5lQNuVn0qQ
私のアジア 武蔵中原店 Watashi no Asia Musashinakahara,川崎市中原区 下小田中1-6-20 鹿島ビル1F Kawasaki,35.5810922,139.6388929,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A7%81%E3%81%AE%E3%82%A2%E3%82%B7%E3%82%A2-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-watashi-no-asia-musashinakahara/mRVCqDX1Q46LET2mT0rT_g
土間土間 武蔵溝の口店 Domadoma Musashi Mizonokuchi,神奈川県川崎市高津区溝口1-8−7 Kanagawa,35.59963919999999,139.6129675,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%9C%9F%E9%96%93%E5%9C%9F%E9%96%93-%E6%AD%A6%E8%94%B5%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-domadoma-musashi-mizonokuchi/TRDiPX89THSxD6HcZidagQ
あおぞらマルシェ 武蔵新城店 Aozoramarche MusashiShinjo-Shop,中原区新城３丁目９−３ Yokohama,35.5852164,139.6305792,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%82%E3%81%8A%E3%81%9D%E3%82%89%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-aozoramarche-musashishinjo-shop/ixb-S163TsmKVDH7MR-0Ng
タイレストラン コピーピー 小杉店 Thai Restaurant Koh Phi Phi,915-2 Shinmarukomachi Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan サミットビル1F,35.5781569,139.6602224,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B3%E3%83%92%E3%83%BC%E3%83%92%E3%83%BC-%E5%B0%8F%E6%9D%89%E5%BA%97-thai-restaurant-koh-phi-phi/WjE4522VR2uDfOyy8r9Jbw
