店名,住所,緯度,経度,点数,レビュー数,URL
サパナマハル Sapana Mahal,3 Chome-13-30 Kizuki Nakahara-Ku 店舗 ２Ｆ,35.565278,139.64915,4.5,133.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%8F%E3%83%8A%E3%83%9E%E3%83%8F%E3%83%AB-sapana-mahal/o8dBnKBkSPenQ1THw9L7rA
博多名物 元祖肉肉うどん 平間 Ganso Nikuniku Udon Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E5%90%8D%E7%89%A9-%E5%85%83%E7%A5%96%E8%82%89%E8%82%89%E3%81%86%E3%81%A8%E3%82%93-%E5%B9%B3%E9%96%93-ganso-nikuniku-udon-hirama/BoP6ZXQKRVyIptmPLXB3Sg
イクミママのどうぶつドーナツ！ Ikumimama Animal Donuts,Nakahara-Ku Kizuki 3 Chome−6 モトスミコア Kawasaki-Shi Kanagawa-ken,35.565569,139.65082900000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%82%AF%E3%83%9F%E3%83%9E%E3%83%9E%E3%81%AE%E3%81%A8%E3%81%86%E3%81%B5%E3%81%A4%E3%83%88%E3%83%BC%E3%83%8A%E3%83%84!-ikumimama-animal-donuts/Wbxb-076T2ifefItrHF3cQ
ナポリの窯 元住吉 Naporinokama Motosumiyoshi,神奈川県川崎市中原区井田中ﾉ町41-6 Kanagawa,35.563486299999994,139.6448727,4.5,58.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E5%85%83%E4%BD%8F%E5%90%89-naporinokama-motosumiyoshi/8sTOD0idRyuv1cIo0Yh_fA
野郎ラーメン綱島店 Yaro Ramen Tsunashima,1 Chome-11-22 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.53687479999999,139.6338467,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%87%8E%E9%83%8E%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E7%B6%B1%E5%B3%B6%E5%BA%97-yaro-ramen-tsunashima/f04inyWhQQqpHmxltqF1QQ
大分中津 からあげ大臣 子母口店 Karaage Daijin SHIBOKUCHI,神奈川県川崎市高津区子母口496-1,35.5729162,139.6317033,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E5%88%86%E4%B8%AD%E6%B4%A5-%E3%81%8B%E3%82%89%E3%81%82%E3%81%91%E5%A4%A7%E8%87%A3-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-karaage-daijin-shibokuchi/j1vGgApiQBajMO-AfY6fjw
腹ペコ Harapeko,693 Kitayachō Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan,35.5636899,139.6700864,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%85%B9%E3%83%98%E3%82%B3-harapeko/5nFflewOQamARsk7zpu2yg
ベトナムサンドウィッチ タオズ Vietnamese Sandwich Thao's,2 Chome-1-1 Kizuki Nakahara-Ku 川崎市中原区 Kanagawa-ken,35.565528,139.65487099999999,4.8,231.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%98%E3%83%88%E3%83%8A%E3%83%A0%E3%82%B5%E3%83%B3%E3%83%88%E3%82%A6%E3%82%A3%E3%83%83%E3%83%81-%E3%82%BF%E3%82%AA%E3%82%B9-vietnamese-sandwich-thaos/ZIPaNyYjRS2Q3j6b4F4FJw
キッチンオリジン 新丸子 Kitchen Origin Shinmaruko,神奈川県川崎市中原区新丸子町739番地 Kanagawa,35.5806919,139.6612956,4.3,82.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%96%B0%E4%B8%B8%E5%AD%90-kitchen-origin-shinmaruko/GfSr217DQfSl4Q_azGZAEg
新丸子カレー工房パルコ Parco Curry,Nakahara-Ku Shinmarukomachi 738 Kawasaki-Shi Kanagawa-ken,35.58048400000001,139.661651,4.7,198.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E4%B8%B8%E5%AD%90%E3%82%AB%E3%83%AC%E3%83%BC%E5%B7%A5%E6%88%BF%E3%83%8F%E3%83%AB%E3%82%B3-parco-curry/d5bmpJyvSWqjcyj6SuFuHQ
うさぎ＆みかん USAGI and MIKAN,川崎市高津区 明津188 Kawasaki,35.56803129999999,139.6352608,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%86%E3%81%95%E3%81%8D%26%E3%81%BF%E3%81%8B%E3%82%93-usagi-and-mikan/bPHOHmKFTtOHDF8iWVm2Pw
宅配どんぶり専門店 「シンプルis丼」 Simple is Don,日本、〒 神奈川県川崎市中原区上平間１３４０ 高橋ハイツ101,35.55760520364369,139.67668364879916,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%AE%85%E9%85%8D%E3%81%A8%E3%82%93%E3%81%B5%E3%82%8A%E5%B0%82%E9%96%80%E5%BA%97-%E3%82%B7%E3%83%B3%E3%83%95%E3%83%ABis%E4%B8%BC-simple-is-don/pA4CAnY9QSysuUOum5estg
博多黒カレー堂 Hakata Black Curry-Dou,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.559631599999996,139.6754851,4.0,12.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E9%BB%92%E3%82%AB%E3%83%AC%E3%83%BC%E5%A0%82-hakata-black-curry-dou/wtkKaWzMQnGxseLMofMzXw
グラッチェガーデンズ 川崎木月店 Grazie Gardens Kawasaki Kizuki,神奈川県川崎市中原区木月４丁目３８－４ ビージェネテック２Ｆ,35.55907379999999,139.65264130000003,4.3,18.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81%E3%82%A7%E3%82%AB%E3%83%BC%E3%83%86%E3%83%B3%E3%82%B9-%E5%B7%9D%E5%B4%8E%E6%9C%A8%E6%9C%88%E5%BA%97-grazie-gardens-kawasaki-kizuki/hTCzc94KRLCrDXKrjL3jjg
ヒマラヤンカレーニルヴァーナ Himalayan Curry NIRVANA,Japan 〒 Kanagawa-Ken Kawasaki-Shi Saiwai-Ku Kashimada 1 Chome−18−6 KSビル 2F,35.55102520000001,139.6757199,4.4,25.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4%E3%83%B3%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%AB%E3%82%A6%E3%82%A1%E3%83%BC%E3%83%8A-himalayan-curry-nirvana/QTSFfGZ8Rhiaep3wpScEyw
グラッチェガーデンズ 下平間店 Grazie Gardens Shimohirama,神奈川県川崎市幸区下平間３１０－１４,35.5481256,139.68371340000002,4.3,22.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81%E3%82%A7%E3%82%AB%E3%83%BC%E3%83%86%E3%83%B3%E3%82%B9-%E4%B8%8B%E5%B9%B3%E9%96%93%E5%BA%97-grazie-gardens-shimohirama/SygZBm-tQ5-lIfYjB533UQ
新城テラス Shinjo-Terrace,Nakahara-Ku Kamishinjō 2 Chome−7 Kawasaki-Shi Kanagawa-ken,35.58799600000001,139.630511,4.7,24.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E5%9F%8E%E3%83%86%E3%83%A9%E3%82%B9-shinjo-terrace/q2luYWUbTwKVsOO-cnkyyg
ナポリの窯 武蔵新城 Naporinokama Musashishinjo,神奈川県川崎市高津区新作6-9-41 Kanagawa,35.5864285,139.62820259999998,4.5,41.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E-naporinokama-musashishinjo/Pnv8OzM-QzWPlV8D_xH_VQ
こだわりトンカツ 神楽 Tonkatsu KAGURA,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.559631599999996,139.6754851,4.7,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%93%E3%81%9F%E3%82%8F%E3%82%8A%E3%83%88%E3%83%B3%E3%82%AB%E3%83%84-%E7%A5%9E%E6%A5%BD-tonkatsu-kagura/FEOt3layRkSWhxwK410AcA
ひととき Hitotoki,4 Chome-7-10 Shimodachō Kōhoku-Ku 久保寺ハイツ1階 B号 Yokohama-Shi Kanagawa-ken,35.558713,139.631232,5.0,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%B2%E3%81%A8%E3%81%A8%E3%81%8D-hitotoki/kn6ybF3sQB6z7fUbu-0iKw
カフェ いっすい Cafe Issui,1 Chome-18-17 Hiyoshihonchō Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan 2A,35.55370010000001,139.64485280000002,4.3,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%95%E3%82%A7-%E3%81%84%E3%81%A3%E3%81%99%E3%81%84-cafe-issui/OmtHnH4jTwGqAo7ALZ8KBg
ペスカーラ 綱島店 Pescara,Japan 〒 Kanagawa-Ken Yokohama-Shi Kōhoku-Ku Tsunashimahigashi 1 Chome−7 新文化ビル 新文化ビル 1F,35.536567075058386,139.6353138106715,4.4,68.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%98%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%A9-%E7%B6%B1%E5%B3%B6%E5%BA%97-pescara/scxvJp8cQcqslGs58q4UZA
北海道唐揚げ えぞ丸 日吉店 Ezomaru Hiyoshi,1 Chome-1-10 Hiyoshihonchō Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.55370300000001,139.646319,4.7,79.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8C%97%E6%B5%B7%E9%81%93%E5%94%90%E6%8F%9A%E3%81%91-%E3%81%88%E3%81%9D%E4%B8%B8-%E6%97%A5%E5%90%89%E5%BA%97-ezomaru-hiyoshi/r4E9Emr1TPO2TH0fCIpOiA
てっぱん。 Teppan.,5 Chome-4-12 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.54576270000001,139.62730469999997,4.4,63.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A6%E3%81%A3%E3%81%AF%E3%82%93%E3%80%82-teppan/TH8Pq_FeQ2icwFoUkJVtIw
64(ロクヨン)ダイナー 日吉バーガー 64diner Hiyoshi-burger,1 Chome-1-3 Hiyoshihonchō Kōhoku-Ku  B1 Yokohama-Shi Kanagawa-ken,35.553683,139.646067,4.3,95.0,https://www.ubereats.com/jp/yokohama/food-delivery/64%E3%83%AD%E3%82%AF%E3%83%A8%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%8A%E3%83%BC-%E6%97%A5%E5%90%89%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-64diner-hiyoshi-burger/oKuUSfKZRemE28xNS1K6Yw
そば処 たつ吉 Japanese Noodle TATSUKICHI,神奈川県横浜市港北区日吉本町1丁目23-3 1F Yokohama,35.5528251,139.646146,4.5,161.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%9D%E3%81%AF%E5%87%A6-%E3%81%9F%E3%81%A4%E5%90%89-japanese-noodle-tatsukichi/Q_k2ZnpoRaK_1n197p79KA
すき家 下平間店 Sukiya Shimohirama,川崎市幸区下平間274-11 ｽｽﾞｷﾊｲﾂ1f,35.54833259999999,139.6834603,4.2,29.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E4%B8%8B%E5%B9%B3%E9%96%93%E5%BA%97-sukiya-shimohirama/qtuh9VFQRl-M29I1kHi9nQ
バーミヤン 下平間店 Bamiyan Shimohirama,神奈川県川崎市幸区下平間３１３,35.547903399999996,139.6840023,4.4,171.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E4%B8%8B%E5%B9%B3%E9%96%93%E5%BA%97-bamiyan-shimohirama/YuHC6n6nSwerxnQP4nzIvw
MeTeaタピオカ平間店,神奈川県 川崎市 中原区 田尻町58 小林ビル1階 Kanagawa,35.5600534,139.6723352,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/metea%E3%82%BF%E3%83%92%E3%82%AA%E3%82%AB%E5%B9%B3%E9%96%93%E5%BA%97/brAsKjt4TXCLpXv6xizROQ
フレッシュネスバーガー 新川崎スクエア店 Freshness Burger Shinkawasaki Square,神奈川県川崎市幸区鹿島田1-1-3 新川崎スクエア3階,35.55037,139.673113,4.4,233.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%8D%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E6%96%B0%E5%B7%9D%E5%B4%8E%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E5%BA%97-freshness-burger-shinkawasaki-square/wd9Qesd7T7eqGNmxjqMhRg
ピザハット 木月 Pizza Hut KIZUKI,神奈川県川崎市中原区木月４−５−３,35.56002739636271,139.6543500125282,4.5,181.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E6%9C%A8%E6%9C%88-pizza-hut-kizuki/csHBBeVVT1SVxqWZ-IQXVQ
ＶＥＧＡＮ ＢＵＲＧＥＲ ＮＯＵＲＩＳＨ 新丸子店 VEGAN BURGER NOURISH Shinmaruko,1 Chome-５２６−２ Kosugimachi Nakahara-Ku 1F Kawasaki-Shi Kanagawa-ken,35.5800035,139.6595045,4.4,89.0,https://www.ubereats.com/jp/yokohama/food-delivery/vegan-burger-nourish-%E6%96%B0%E4%B8%B8%E5%AD%90%E5%BA%97-vegan-burger-nourish-shinmaruko/XwSwAR1STRWxsKTz6gZSrA
大戸屋ごはん処 元住吉駅前店 Ootoya MOTOSUMIYOSHI,Japan 〒 Kanagawa-Ken Kawasaki-Shi Nakahara-Ku Kizuki 1 Chome−36−12,35.56460089999999,139.6537128,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E6%88%B8%E5%B1%8B%E3%81%93%E3%81%AF%E3%82%93%E5%87%A6-%E5%85%83%E4%BD%8F%E5%90%89%E9%A7%85%E5%89%8D%E5%BA%97-ootoya-motosumiyoshi/Dmj-NbM5S3qgcx949jnbGw
アリトル 元住吉店 A'LITTLE MOTOSUMIYOSHI,神奈川県 川崎市 中原区 木月3丁目6-18 Kanagawa,35.5654836,139.6508807,4.7,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%83%AA%E3%83%88%E3%83%AB-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-alittle-motosumiyoshi/r5Tnz0vIQmGpAH0m770Ynw
牛たん専門店せんり 平間 Gyutan Senri Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,4.2,31.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%81%9F%E3%82%93%E5%B0%82%E9%96%80%E5%BA%97%E3%81%9B%E3%82%93%E3%82%8A-%E5%B9%B3%E9%96%93-gyutan-senri-hirama/YfAUSxabTzuIV4ycmAgNcg
バーガーズカフェグリルフクヨシ 平間 Burgers Cafe Grill Fukuyoshi Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,4.1,32.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%B9%E3%82%AB%E3%83%95%E3%82%A7%E3%82%AF%E3%83%AA%E3%83%AB%E3%83%95%E3%82%AF%E3%83%A8%E3%82%B7-%E5%B9%B3%E9%96%93-burgers-cafe-grill-fukuyoshi-hirama/zpbT_STDQJ-RDGMCqzQETQ
Omuricecafé Yellowgourmet 平間 Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,4.6,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/omuricecafe-yellowgourmet-%E5%B9%B3%E9%96%93-hirama/uhQu_bMwQpeNf71JdkiKlA
中津しょうゆ からあげ専門店 鶏笑 川崎上平間店 Torisho KAWASAKI-KAMIHIRAMA,神奈川県川崎市中原区上平間1340 高橋ハイツ101,35.55762939781117,139.67683553063077,4.3,46.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E6%B4%A5%E3%81%97%E3%82%87%E3%81%86%E3%82%86-%E3%81%8B%E3%82%89%E3%81%82%E3%81%91%E5%B0%82%E9%96%80%E5%BA%97-%E9%B6%8F%E7%AC%91-%E5%B7%9D%E5%B4%8E%E4%B8%8A%E5%B9%B3%E9%96%93%E5%BA%97-torisho-kawasaki-kamihirama/zdZ1BzyIROqh4VfawMsSTw
Me Tea,中原区上新城2-8-22 三井ビル１階,35.5875943418719,139.63053691861742,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/me-tea/RwedLRzuQxuqtLb-2LGOpA
壱角家 溝の口店 Ichikakuya Mizonokuchi,神奈川県川崎市高津区溝口2-9-5 トルチェバリ1F Kanagawa,35.6007664,139.6115937,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A3%B1%E8%A7%92%E5%AE%B6-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-ichikakuya-mizonokuchi/dgx8ofK1Q2CpEETUvY9wFg
ブージーシャイブアイス BOOZY SHAVE ICE,神奈川県 川崎市 高津区 二子 3-16-21 Kanagawa,35.60353720000001,139.621392,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%95%E3%82%A2%E3%82%A4%E3%82%B9-boozy-shave-ice/THIe4M54RWCIhuGgEupAMw
マヤレストラン Maya Restaurant,中原区新丸子東２－９２６－１５  マノア武蔵小杉１階 Kawasaki,35.57707879999999,139.66279680000002,4.6,184.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%83%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-maya-restaurant/ei3ueFRFTk6Jm_szMWNmNA
串カツ田中 新川崎鹿島田店 Kushikatsu Tanaka Shin Kawasaki Kashimada,神奈川県川崎市幸区鹿島田1-4-59,35.5515412,139.67318899999998,4.6,99.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%B2%E3%82%AB%E3%83%84%E7%94%B0%E4%B8%AD-%E6%96%B0%E5%B7%9D%E5%B4%8E%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-kushikatsu-tanaka-shin-kawasaki-kashimada/2OYJsW-bTnWu4Dh0I1Sveg
ヒマラヤ ダイニング＆バー 綱島店 Himaraya Dining&Bar,1 Chome-6-17 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan 2F,35.53697260000001,139.6344487,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF%26%E3%83%8F%E3%83%BC-%E7%B6%B1%E5%B3%B6%E5%BA%97-himaraya-dining%26bar/VPl8YsIRSFmFi53gk78-tA
キッチンオリジン 川崎神明町店 Kitchen Origin Kawasakishinmeicho,神奈川県川崎市幸区神明町1-13 Kanagawa,35.5405615,139.6909523,3.9,17.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B7%9D%E5%B4%8E%E7%A5%9E%E6%98%8E%E7%94%BA%E5%BA%97-kitchen-origin-kawasakishinmeicho/EcO9u0WKQXi_TAo-b-4obQ
吉野家 １号線川崎遠藤町店 Yoshinoya 1 GOSEN KAWASAKI ENDOCHO,神奈川県川崎市幸区戸手二丁目１番１号,35.5442566,139.6916294,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-1%E5%8F%B7%E7%B7%9A%E5%B7%9D%E5%B4%8E%E9%81%A0%E8%97%A4%E7%94%BA%E5%BA%97-yoshinoya-1-gosen-kawasaki-endocho/xfMQ1GtzRUaZIyIIkZiBVw
キッチンオリジン 日吉店 Kitchen Origin Hiyoshi,神奈川県横浜市港北区日吉3-2-15 Kanagawa,35.557471899999996,139.64994430000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-kitchen-origin-hiyoshi/myJbQoxgT6qVhAyhEieleg
らっきょ＆Star Rakkyo and Star,らっきょ＆star 1F Yokohama-Shi Kanagawa-ken,35.53794,139.635334,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%89%E3%81%A3%E3%81%8D%E3%82%87%26star-rakkyo-and-star/pf6cu3HlRuaNNLMRNvM_Mg
中華酒家飯店角鹿 Chinese Restaurant Kadoshika,Saiwai-Ku Shintsukagoshi 鹿島田サウザンド・モール ２Ｆ,35.550466,139.676029,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E8%8F%AF%E9%85%92%E5%AE%B6%E9%A3%AF%E5%BA%97%E8%A7%92%E9%B9%BF-chinese-restaurant-kadoshika/z51EYhvzQGSC67t5UpmbdQ
キッチンオリジン 矢向店 Kitchen Origin Yako,神奈川県横浜市鶴見区矢向5-6-20 Kanagawa,35.5383306,139.6816153,4.4,41.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E7%9F%A2%E5%90%91%E5%BA%97-kitchen-origin-yako/ANUxLEFXRwe-l41zTOBWgA
パンの田島 綱島店 Pan no Tajima Tsunashima,神奈川県横浜市港北区綱島東1-1-18 松月鹿島ビル1F,35.5364854,139.63499019999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%B3%E3%81%AE%E7%94%B0%E5%B3%B6-%E7%B6%B1%E5%B3%B6%E5%BA%97-pan-no-tajima-tsunashima/qXoHTbF8SxCdHK11E3H05A
吉野家 元住吉駅前 Yoshinoya MOTOSUMIYOSHI-EKIMAE,神奈川県川崎市中原区木月2-3-1,35.5649842,139.65462380000002,4.6,145.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E5%85%83%E4%BD%8F%E5%90%89%E9%A7%85%E5%89%8D-yoshinoya-motosumiyoshi-ekimae/iJf6EXocTS2I05ISd57fig
松屋 鹿島田店 Matsuya Kashimada,神奈川県川崎市幸区下平間135,35.551264,139.676344,4.5,84.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-matsuya-kashimada/uC9NdnOaR32_JgGvWG2RkQ
から好し 綱島店 Karayoshi Tsunashima,神奈川県横浜市港北区綱島西1丁目8-17,35.53684050000001,139.6335914,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E5%A5%BD%E3%81%97-%E7%B6%B1%E5%B3%B6%E5%BA%97-karayoshi-tsunashima/OJFsCpZdQ-6Xzkxf3dGJPg
オウルティー OWL TEA,3-Chōme-22-2 Kosugimachi Nakahara-Ku,35.573302399408284,139.65717506052536,4.5,315.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AA%E3%82%A6%E3%83%AB%E3%83%86%E3%82%A3%E3%83%BC-owl-tea/qbeU9y2SRQK3L3WwY6kBBw
すき家 新丸子駅東口店 Sukiya Shin-Marukoeki Higashiguchi,川崎市中原区新丸子東1-827 ｸﾘｱ･ﾊｳｽ田中1F,35.5802325,139.66333,4.6,173.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E6%96%B0%E4%B8%B8%E5%AD%90%E9%A7%85%E6%9D%B1%E5%8F%A3%E5%BA%97-sukiya-shin-marukoeki-higashiguchi/5_wkJhyYTwSIuJQwEUuQbw
すき家 川崎南加瀬店 Sukiya Kawasaki Minamikaze,川崎市幸区南加瀬4-16-9,35.54577420000001,139.66001640000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E5%B7%9D%E5%B4%8E%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-sukiya-kawasaki-minamikaze/NcJDrAyERVGNc7WTfYzEmg
松屋 日吉店 Matsuya Hiyoshi,神奈川県横浜市港北区日吉本町1-20-2 Kanagawa,35.5531342,139.645836,4.6,235.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%97%A5%E5%90%89%E5%BA%97-matsuya-hiyoshi/gjEY3RKQS2a61-hQ4_Ulog
スターバックス コーヒー 武蔵小杉北口店 Starbucks Coffee Musashi-kosugi Kitaguchi,神奈川県川崎市中原区小杉町1-403stmビル,35.57753939943287,139.65920201481808,4.8,221.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%83%E3%82%AF%E3%82%B9-%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%8C%97%E5%8F%A3%E5%BA%97-starbucks-coffee-musashi-kosugi-kitaguchi/qs4tnZcrT3KkbCQHcVDILg
ケンタッキーフライドチキン 綱島店 Kentucky Fried Chicken Tsunashima,神奈川県横浜市港北区綱島西１−８−１,35.53676979999999,139.63363769999998,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E7%B6%B1%E5%B3%B6%E5%BA%97-kentucky-fried-chicken-tsunashima/zO8a2iWETWm0FYjThkeCYA
マクドナルド 武蔵小杉東急スクエア店 McDonald's MUSASHIKOSUGI TOKYU SQUAR,神奈川県川崎市中原区小杉町３丁目４７２,35.57560570000001,139.659078,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E6%9D%B1%E6%80%A5%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E5%BA%97-mcdonalds-musashikosugi-tokyu-squar/Lbp4elIuTKi_luh1ZZ7IQA
和食さと 川崎等々力 Washoku Sato Kawasakitodoroki,神奈川県川崎市中原区宮内4-7-19 Kanagawa,35.5840971,139.64686880000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%92%8C%E9%A3%9F%E3%81%95%E3%81%A8-%E5%B7%9D%E5%B4%8E%E7%AD%89%E3%80%85%E5%8A%9B-washoku-sato-kawasakitodoroki/hT04UgaDRFmBaZuSA8-v4A
